song_id,title,artist,anger_score,anticipation_score,disgust_score,fear_score,joy_score,negative_score,positive_score,sadness_score,surprise_score,trust_score
3046,Ev’ry Time We Say Goodbye,Lady Gaga,3,8,3,5,7,7,12,6,3,6
3027,Do What U Want (Remix),Lady Gaga,10,7,7,10,3,16,8,8,7,5
3016,Your Song,Lady Gaga,8,8,3,8,12,11,20,6,8,15
3009,Somewhere Over the Rainbow (Dialogue),Lady Gaga,0,1,1,3,2,5,6,3,1,3
2968,Plastic Doll,Lady Gaga,2,3,3,4,2,7,8,4,1,4
2959,Dope,Lady Gaga,9,7,4,12,8,15,16,15,4,5
2928,Do What U Want,Lady Gaga,13,12,9,12,6,20,18,11,8,11
3054,Do What U Want (Solo Version),Lady Gaga,10,7,6,9,3,14,7,8,7,4
3032,Angel Down (Work Tape),Lady Gaga,7,4,4,4,4,14,9,4,3,7
2984,Angel Down,Lady Gaga,7,4,4,4,4,14,9,4,4,7
2993,Americano,Lady Gaga,4,5,1,6,3,6,8,4,3,4
3045,Rain On Me (Demo),Lady Gaga,2,5,3,4,3,6,8,3,1,5
3043,"Retro, Dance, Freak",Lady Gaga,3,8,7,9,6,9,15,6,1,8
2996,Hair,Lady Gaga,10,9,9,13,9,16,16,9,9,10
2958,Scheiße,Lady Gaga,8,4,5,9,5,14,11,5,1,6
3023,1000 Doves (Piano Demo),Lady Gaga,7,10,6,11,8,20,19,17,6,11
2991,La Vie en Rose,Lady Gaga,1,2,0,0,2,2,3,1,1,2
2990,Heal Me,Lady Gaga,8,9,5,8,7,13,17,7,4,8
2992,Love Me Right,Lady Gaga,4,6,7,9,6,15,11,9,4,9
2988,Why Did You Do That?,Lady Gaga,5,6,6,5,4,12,10,5,4,7
2948,Alice,Lady Gaga,6,5,7,4,4,11,9,5,3,4
2969,LoveGame,Lady Gaga,4,6,2,3,7,12,17,6,5,4
2954,Free Woman,Lady Gaga,4,4,3,5,4,7,7,4,4,4
2957,Mary Jane Holland,Lady Gaga,8,9,8,10,8,19,16,10,6,8
3024,The Queen,Lady Gaga,12,10,8,18,6,24,16,12,5,6
3070,TEA,Lady Gaga,5,4,3,5,4,5,9,3,3,4
3323,Yoü and I (Joe Biden Election Night Rally 2020),Lady Gaga,11,17,8,13,17,21,33,13,8,17
3306,The Edge of Glory (Porter Robinson Remix),Lady Gaga,3,3,0,4,3,7,7,3,0,2
3300,Born This Way (LA Riots Remix),Lady Gaga,6,7,4,7,9,8,15,7,2,9
3298,The Edge of Glory (Cahill Club Mix),Lady Gaga,5,4,1,6,4,9,9,5,2,2
3289,Born This Way (Grum Remix),Lady Gaga,7,9,5,8,13,10,20,7,2,13
3286,Born This Way (Chew Fu Born to Fix Remix),Lady Gaga,10,10,7,12,15,18,23,11,3,15
3280,Born This Way (Bimbo Jones Club Remix),Lady Gaga,10,10,7,12,15,19,24,12,3,15
3272,The Edge of Glory - Foster The People Remix,Lady Gaga,3,4,1,3,3,4,8,3,2,2
3224,Telephone (Fanmade Version),Lady Gaga,5,6,5,6,5,12,12,5,2,8
3210,Born This Way - Zedd Remix,Lady Gaga,7,9,5,8,13,10,20,7,2,13
3199,Just Dance - Live at Cherrytree House Stripped Down Version,Lady Gaga,1,3,3,2,5,6,11,5,2,4
3180,When She Go (Demo),Lady Gaga,2,4,0,4,5,4,13,2,1,7
3167,Fashion of His Love (Fernando Garibay Remix),Lady Gaga,8,4,6,6,8,14,16,5,4,7
3153,Oh Baby (Demo),Lady Gaga,3,6,4,4,8,5,10,5,1,6
3145,New York (Demo),Lady Gaga,4,1,7,4,3,14,9,4,1,3
3144,Bad Romance (Skrillex Remix),Lady Gaga,9,8,9,12,8,18,14,9,5,7
3142,Poker Face - Live at The Cherrytree House Piano & Voice Version,Lady Gaga,8,11,4,6,11,15,19,5,6,8
3141,Applause (Empire of the Sun Remix),Lady Gaga,3,5,3,6,7,12,13,5,11,6
3126,Shut Up (Demo),Lady Gaga,3,3,2,1,6,6,11,1,1,7
3123,Born This Way - Jost & Naaf Remix,Lady Gaga,7,9,5,8,13,11,21,8,2,13
3116,Something Crazy,Lady Gaga,6,3,2,9,1,10,6,6,2,1
3307,Shallow (Joe Biden Election Night Rally 2020),Lady Gaga,10,17,7,11,8,19,18,10,8,12
3234,Little Monsters,Lady Gaga,3,5,7,5,5,10,11,5,1,7
3211,"Eh, Eh (Nothing Else I Can Say) - Piano and Human Beat Box Version",Lady Gaga,3,5,3,3,4,10,13,3,1,6
3204,Fountain Of Truth,Lady Gaga,17,12,9,14,11,21,30,12,4,16
3193,Yay Ha (Demo),Lady Gaga,4,2,3,4,4,10,11,7,2,2
3147,Marry the Night (Zedd Remix),Lady Gaga,8,10,4,8,10,13,15,11,7,9
3107,Posh Life,Lady Gaga,5,7,4,7,8,14,16,9,3,10
3139,Words,Lady Gaga,5,4,2,4,5,7,11,3,4,6
3301,Judas (Thomas Gold Remix),Lady Gaga,3,3,3,2,1,7,6,3,1,2
3232,Judas - Hurts Remix,Lady Gaga,6,4,6,4,1,12,13,6,1,5
3157,Judas (DJ White Shadow Remix),Lady Gaga,0,0,1,1,1,1,3,0,0,1
3117,Temple,Lady Gaga,0,1,0,2,1,2,3,2,0,0
3111,Shake Ur Kitty,Lady Gaga,4,3,2,3,4,11,14,6,1,3
3110,Retrosexual,Lady Gaga,8,4,3,8,3,13,14,5,3,2
3138,Scheiße (DJ White Shadow Mugler),Lady Gaga,5,2,4,6,0,11,3,5,1,2
3166,Black Jesus (Demo),Lady Gaga,3,2,0,3,1,4,5,1,1,3
3295,LoveGame - Robots To Mars Remix,Lady Gaga,4,6,2,3,7,12,16,6,5,4
3112,Oh Well,Lady Gaga,6,1,1,6,3,9,7,6,0,3
3325,Just Dance (Breathe Electric Remix),Lady Gaga,1,1,0,2,0,1,1,1,0,0
3208,Judas - Goldfrapp Remix,Lady Gaga,1,0,1,2,1,3,4,3,0,1
3192,Frankenstein*,Lady Gaga,1,1,0,2,0,1,1,1,0,0
3127,Maren,Lady Gaga,1,1,0,2,0,1,1,1,0,0
3287,The Edge of Glory - Sultan & Ned Shepard Remix,Lady Gaga,0,2,0,1,1,1,4,0,1,2
3317,The Edge of Glory (Funkagenda Remix),Lady Gaga,0,2,0,1,1,1,4,0,0,2
3303,The Edge of Glory (Bare Noize Remix),Lady Gaga,0,2,0,1,1,1,4,0,0,2
